국문제품명,영문제품명,관리번호,작성일자,제품코드,성상,포장단위,작성자,사용법,Allergen국문,Allergen영문,저장방법,사용기한,원본파일
페디슨 인스티튜트 보떼 아미노 카렌듈라 샴푸,PEDISON Institut-beaute Amino Calendula Shampoo,EVCO-954,2018.08.30,PDSP010,주황색 불투명 점액상,4000 mL,신 혜 정,적신 머리에 적당량을 덜어 모발과 두피에 부드럽게 마사지하듯 거품을 충분히 낸 후 미온수로 깨끗이 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO954_(PDSP010)-페디슨 인스티튜트 보떼 아미노 카렌듈라 샴푸.xls
밸르모나 슈가 벨벳 밀크 모발 영양팩,VALMONA Sugar Velvet Milk Nutrient Conditioner,EVCO-955,2018.08.30,VMRS007,분홍색 로션상,480 mL,신 혜 정,적당량을 덜어 두피에 닿지 않게 모발에 마사지 한 후 미온수로 충분히 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO955_(VMRS007)-밸르모나 슈가 벨벳 밀크 모발 영양팩.xls
밸르모나 슈가 벨벳 밀크 샴푸액,VALMONA Sugar Velvet Milk Shampoo,EVCO-956,2018.08.30,VMSP007,붉은색 불투명 점액상,480 mL,신 혜 정,적당량을 덜어 거품을 낸 다음 모발과 두피에 발라 충분히 마사지한 후 미지근한 물로 깨끗이 씻어내 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO956_(VMSP007)-밸르모나 슈가 벨벳 밀크 샴푸액.xls
키스 바이 로즈마인 프래그런스 크림 - 글래머 센슈얼리티,Kiss by Rosemine Fragrance Cream - Glamour Sensuality,EVCO-957,2018.09.27,KBCR001,백색의 크림상,140 mL,신 혜 정,"적당량을 덜어 전신에 부드럽게 도포합니다. 향기 연출을 원하는 손, 쇄골 등 원하는 부위에 부드럽게 발라줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO957_(KBCR001)-키스 바이 로즈마인 프래그런스 크림 - 글래머 센슈얼리티.xls
키스 바이 로즈마인 프래그런스 크림 - 글래머 판타지,Kiss by Rosemine Fragrance Cream - Glamour Fantasy,EVCO-958,2018.09.27,KBCR002,백색의 크림상,140 mL,신 혜 정,"적당량을 덜어 전신에 부드럽게 도포합니다. 향기 연출을 원하는 손, 쇄골 등 원하는 부위에 부드럽게 발라줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO958_(KBCR002)-키스 바이 로즈마인 프래그런스 크림 - 글래머 판타지.xls
키스 바이 로즈마인 프래그런스 크림 - 글래머 프레셔스,Kiss by Rosemine Fragrance Cream - Glamour Precious,EVCO-959,2018.09.27,KBCR003,백색의 크림상,140 mL,신 혜 정,"적당량을 덜어 전신에 부드럽게 도포합니다. 향기 연출을 원하는 손, 쇄골 등 원하는 부위에 부드럽게 발라줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO959_(KBCR003)-키스 바이 로즈마인 프래그런스 크림 - 글래머 프레셔스.xls
"키스 바이 로즈마인 프래그런스 크림 - 오, 프레쉬 포에버","Kiss by Rosemine Fragrance Cream - Oh, Fresh Forever",EVCO-960,2018.09.27,KBCR004,백색의 크림상,140 mL,신 혜 정,"적당량을 덜어 전신에 부드럽게 도포합니다. 향기 연출을 원하는 손, 쇄골 등 원하는 부위에 부드럽게 발라줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,"제품표준서_EVCO960_(KBCR004)-키스 바이 로즈마인 프래그런스 크림 - 오, 프레쉬 포에버.xls"
"키스 바이 로즈마인 프래그런스 크림 - 오, 프레쉬 허브 가든","Kiss by Rosemine Fragrance Cream - Oh, Fresh Herb Garden",EVCO-961,2018.09.27,KBCR005,백색의 크림상,140 mL,신 혜 정,"적당량을 덜어 전신에 부드럽게 도포합니다. 향기 연출을 원하는 손, 쇄골 등 원하는 부위에 부드럽게 발라줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,"제품표준서_EVCO961_(KBCR005)-키스 바이 로즈마인 프래그런스 크림 - 오, 프레쉬 허브 가든.xls"
마음이 설려 퍼퓸드 핸드크림 - 로즈 에센셜향,SULRYO Perfumed Hand Cream - Rose Essential,EVCO-962,2018.10.19,SRHC001,백색의 크림상,80 mL,신 혜 정,적당량을 덜어 손에 바른 후 흡수시켜 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO962_(SRHC001)-마음이 설려 퍼퓸드 핸드크림 - 로즈 에센셜향.xls
마음이 설려 퍼퓸드 핸드크림 - 캐모마일향,SULRYO Perfumed Hand Cream - Chamomile,EVCO-963,2018.10.19,SRHC002,백색의 크림상,80 mL,신 혜 정,적당량을 덜어 손에 바른 후 흡수시켜 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO963_(SRHC002)-마음이 설려 퍼퓸드 핸드크림 - 캐모마일향.xls
마음이 설려 퍼퓸드 핸드크림 - 쉬어 코튼향,SULRYO Perfumed Hand Cream - Sheer Cotton,EVCO-964,2018.10.19,SRHC003,백색의 크림상,80 mL,신 혜 정,적당량을 덜어 손에 바른 후 흡수시켜 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO964_(SRHC003)-마음이 설려 퍼퓸드 핸드크림 - 쉬어 코튼향.xls
밸르모나 얼티밋 헤어 오일 세럼,VALMONA Ultimate Hair Oil Serum,EVCO-965,2018.10.22,VMHS001,무색 투명 오일상,100 mL,신 혜 정,샴푸 후 물기를 말리고 손바닥에 적당량을 덜어 손상부위를 중심으로 조금씩 펴 바르고 손에 남은 잔량으로 모발 전체에 가볍게 펴바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO965_(VMHS001~005)-밸르모나 얼티밋 헤어 오일 세럼 5종.xls
밸르모나 얼티밋 헤어 오일 세럼,VALMONA Ultimate Hair Oil Serum,EVCO-965,2018.10.22,VMHS002,무색 투명 오일상,100 mL,신 혜 정,샴푸 후 물기를 말리고 손바닥에 적당량을 덜어 손상부위를 중심으로 조금씩 펴 바르고 손에 남은 잔량으로 모발 전체에 가볍게 펴바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO965_(VMHS001~005)-밸르모나 얼티밋 헤어 오일 세럼 5종.xls
밸르모나 얼티밋 헤어 오일 세럼,VALMONA Ultimate Hair Oil Serum,EVCO-965,2018.10.22,VMHS003,무색 투명 오일상,100 mL,신 혜 정,샴푸 후 물기를 말리고 손바닥에 적당량을 덜어 손상부위를 중심으로 조금씩 펴 바르고 손에 남은 잔량으로 모발 전체에 가볍게 펴바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO965_(VMHS001~005)-밸르모나 얼티밋 헤어 오일 세럼 5종.xls
밸르모나 얼티밋 헤어 오일 세럼,VALMONA Ultimate Hair Oil Serum,EVCO-965,2018.10.22,VMHS004,무색 투명 오일상,100 mL,신 혜 정,샴푸 후 물기를 말리고 손바닥에 적당량을 덜어 손상부위를 중심으로 조금씩 펴 바르고 손에 남은 잔량으로 모발 전체에 가볍게 펴바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO965_(VMHS001~005)-밸르모나 얼티밋 헤어 오일 세럼 5종.xls
밸르모나 얼티밋 헤어 오일 세럼,VALMONA Ultimate Hair Oil Serum,EVCO-965,2018.10.22,VMHS005,무색 투명 오일상,100 mL,신 혜 정,샴푸 후 물기를 말리고 손바닥에 적당량을 덜어 손상부위를 중심으로 조금씩 펴 바르고 손에 남은 잔량으로 모발 전체에 가볍게 펴바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO965_(VMHS001~005)-밸르모나 얼티밋 헤어 오일 세럼 5종.xls
키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 퓨어,Kiss by Rosemine Fragrance Hand Cream - Angel's Pure,EVCO-966,2018.11.12,KBHC001,백색의 크림상,60 mL,신 혜 정,적당량을 덜어 손에 부드럽게 도포합니다. 향기 연출을 원하는 부위에 부드럽게 발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO966_(KBHC001)-키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 퓨어.xls
키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 패션,Kiss by Rosemine Fragrance Hand Cream - Angel's Passion,EVCO-967,2018.11.12,KBHC002,백색의 크림상,60 mL,신 혜 정,적당량을 덜어 손에 부드럽게 도포합니다. 향기 연출을 원하는 부위에 부드럽게 발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO967_(KBHC002)-키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 패션.xls
키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 하트,Kiss by Rosemine Fragrance Hand Cream - Angel's Heart,EVCO-968,2018.11.12,KBHC003,백색의 크림상,60 mL,신 혜 정,적당량을 덜어 손에 부드럽게 도포합니다. 향기 연출을 원하는 부위에 부드럽게 발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO968_(KBHC003)-키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 하트.xls
키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 로즈,Kiss by Rosemine Fragrance Hand Cream - Angel's Rose,EVCO-969,2018.11.12,KBHC004,백색의 크림상,60 mL,신 혜 정,적당량을 덜어 손에 부드럽게 도포합니다. 향기 연출을 원하는 부위에 부드럽게 발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO969_(KBHC004)-키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 로즈.xls
키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 러브,Kiss by Rosemine Fragrance Hand Cream - Angel's Love,EVCO-970,2018.11.12,KBHC005,백색의 크림상,60 mL,신 혜 정,적당량을 덜어 손에 부드럽게 도포합니다. 향기 연출을 원하는 부위에 부드럽게 발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO970_(KBHC005)-키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 러브.xls
프레쥬 오리지날 인진쑥 에센스,Fraijour Original Artemisia Essence,EVCO-971,2018.12.14,FJEX001,황색의 투명 액상,115 mL,신 혜 정,세안 후 스킨케어 첫 단계에서 10~20cm 거리를 두고 고르게 분사한 후 톡톡 두드려 흡수시켜 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년,제품표준서_EVCO971_(FJEX001)-프레쥬 오리지날 인진쑥 에센스.xls
바스파 아로마 라운지 베르가못 바디 워시,BATHPA Aroma Lounge Bergamot Body Wash,EVCO-972,2019.01.18,BTBC002,투명 점액상,300 mL,신 혜 정,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 고루 문지른 후 물로 깨끗이 씻어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO972_(BTBC002)-바스파 아로마 라운지 베르가못 바디 워시.xls
바스파 아로마 라운지 베르가못 바디 에멀젼,BATHPA Aroma Lounge Bergamot Body Emulsion,EVCO-973,2019.01.18,BTBL002,백색 로션상,300 mL,신 혜 정,샤워 후 적당량을 덜어 전신에 마사지 하듯이 부드럽게 펴 발라줍니다. 취침 전이나 건조할 때 마다 수시로 바르면 더욱 효과적 입니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO973_(BTBL002)-바스파 아로마 라운지 베르가못 바디 에멀젼.xls
프레쥬 오리지날 인진쑥 버블 페이셜 폼,Fraijour Original Artemisia Bubble Facial Foam,EVCO-974,2019.01.18,FJBF001,미황색 투명 액상,200 g,신 혜 정,세안 시 적당량을 펌핑하여 얼굴 전체에 마사지하듯 문지른 후 물로 깨끗하게 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO974_(FJBF001)-프레쥬 오리지날 인진쑥 버블 페이셜 폼.xls
프레쥬 오리지날 인진쑥 스팀 마스크,Fraijour Original Artemisia Steam Mask,EVCO-975,2019.01.29,FJSM001,녹색의 크림상,50 g,신 혜 정,"세안 후 물기를 제거한 상태에서 눈과 입 주변을 제외한 피부에 내용물을 적당량 도포하고, 5~10분 경과 후 미온수로 마사지하듯 부드럽게 씻어냅니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년(개봉 후 12개월),제품표준서_EVCO975_(FJSM001)-프레쥬 오리지날 인진쑥 스팀 마스크.xls
판테스틱 더마 시카 AC 로션,Panthestic Derma Cica AC Lotion,EVCO-976,2019.02.12,PTBL001,백색의 로션상,"500 mL, 5g",신 혜 정,샤워 후 물기를 닦은 다음 적당량을 덜어 전신에 마사지하듯 골고루 펴 바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO976_(PTBL001)-판테스틱 더마 시카 AC 로션.xls
밸르모나 요크 마요 샴푸액,VALMONA Yolk Mayo Shampoo,EVCO-977,2019.03.20,VMSP008,갈색의 불투명 점액상,480 mL,신혜정,적당량을 덜어 거품을 낸 다음 모발과 두피에 발라 충분히 마사지한 후 미지근한 물로 깨끗이 씻어내 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO977_(VMSP008)-밸르모나 요크 마요 샴푸액.xls
밸르모나 요크 마요 모발 영양팩,VALMONA Yolk Mayo Nutrient Conditioner,EVCO-978,2019.03.20,VMRS008,옅은 갈색의 로션상,480 mL,신 혜 정,적당량을 덜어 두피에 닿지 않게 모발에 마사지 한 후 미온수로 충분히 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO978_(VMRS008)-밸르모나 요크 마요 모발 영양팩.xls
밸르모나 블루 클리닉 샴푸액,VALMONA Blue Clinic Shampoo,EVCO-979,2019.03.20,VMSP009,옅은 녹색의 불투명 점액상,480 mL,신 혜 정,적당량을 덜어 거품을 낸 다음 모발과 두피에 발라 충분히 마사지한 후 미지근한 물로 깨끗이 씻어내 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO979_(VMSP009)-밸르모나 블루 클리닉 샴푸액.xls
밸르모나 블루 클리닉 모발 영양팩,VALMONA Blue Clinic Nutrient Conditioner,EVCO-980,2019.03.20,VMRS009,옅은 녹색의 로션상,480 mL,신 혜 정,적당량을 덜어 두피에 닿지 않게 모발에 마사지 한 후 미온수로 충분히 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO980_(VMRS009)-밸르모나 블루 클리닉 모발 영양팩.xls
미미로린스 드레스 퍼퓸 모먼트 블러썸,Mimi Lauryne's Dress Perfume Moment Blossom,EVCO-981,2019.04.10,MLDM026,무색 투명 액상,500 mL,신 혜 정,"탈취가 필요한 섬유나 침구, 옷장, 자동차 안 등 다양한 공간에 가볍게 분사해주세요.",,,제조일로부터 3년 (제조일자 표기),별첨.4,제품표준서_EVCO981_(MLDM026~028)-미미로린스 드레스 퍼퓸 모먼트 블러썸.xls
미미로린스 드레스 퍼퓸 모먼트 블러썸,Mimi Lauryne's Dress Perfume Moment Blossom,EVCO-981,2019.04.10,MLDM027,무색 투명 액상,500 mL,신 혜 정,"탈취가 필요한 섬유나 침구, 옷장, 자동차 안 등 다양한 공간에 가볍게 분사해주세요.",,,제조일로부터 3년 (제조일자 표기),별첨.4,제품표준서_EVCO981_(MLDM026~028)-미미로린스 드레스 퍼퓸 모먼트 블러썸.xls
미미로린스 드레스 퍼퓸 모먼트 블러썸,Mimi Lauryne's Dress Perfume Moment Blossom,EVCO-981,2019.04.10,MLDM028,무색 투명 액상,500 mL,신 혜 정,"탈취가 필요한 섬유나 침구, 옷장, 자동차 안 등 다양한 공간에 가볍게 분사해주세요.",,,제조일로부터 3년 (제조일자 표기),별첨.4,제품표준서_EVCO981_(MLDM026~028)-미미로린스 드레스 퍼퓸 모먼트 블러썸.xls
밸르모나 요크 마요 프로테인 필드,VALMONA Yolk-Mayo Protein Filled,EVCO-982,2019.04.23,VMPF008,무색 투명 액상,200 ml,신 혜 정,"염색, 펌 등 화학적 시술 전후 또는 손상된 모발 개선을 위해 사용합니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO982_(VMPF008)-밸르모나 요크 마요 프로테인 필드.xls
밸르모나 블루클리닉 프로테인 필드,VALMONA Blue Clinic Protein Filled,EVCO-983,2019.04.23,VMPF009,무색 투명 액상,200 ml,신 혜 정,"염색, 펌 등 화학적 시술 전후 또는 손상된 모발 개선을 위해 사용합니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO983_(VMPF009)-밸르모나 블루클리닉 프로테인 필드.xls
바스파 텐션 케어 쿨 크림,BATHPA Tension Care Cool Cream,EVCO-984,2019.04.29,BTCR001,백색의 크림상,140 ml,신 혜 정,"운동 전 후, 혹은 뭉치고 당기는 곳에 힘을 주어 내용물을 짜 낸 후 헤드를 이용하여 충분히 마사지 합니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO984_(BTCR001)-바스파 텐션 케어 쿨 크림.xls
바스파 텐션 케어 핫 크림,BATHPA Tension Care Hot Cream,EVCO-985,2019.04.29,BTCR002,백삭의 크림상,140 mL,신 혜 정,운동 전 후 적당량을 덜어 마사지하여 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO985_(BTCR002)-바스파 텐션 케어 핫 크림.xls
