국문제품명,영문제품명,관리번호,작성일자,제품코드,성상,포장단위,작성자,사용법,Allergen국문,Allergen영문,저장방법,사용기한_x,원본파일,순번,등록일,excel_관리번호,excel_제품명국문,excel_제품명영문,"표시
용량","충진
용량
()",비중,pH기준,"점,경도기준","권장사용
나이",원료목록보고,"표준화
명칭적용",책임판매업적용,알러지물질표기,사용기한_y,재활용등급표시,문안표기대상부자재,기능성,라벨부착위치,버진라벨,대박스,입수량,비고,data_source,관리번호_일치,제품명_일치
"키스 바이 로즈마인 프래그런스 크림 - 오, 프레쉬 허브 가든","Kiss by Rosemine Fragrance Cream - Oh, Fresh Herb Garden",EVCO-961,2018.09.27,KBCR005,백색의 크림상,140 mL,신 혜 정,"적당량을 덜어 전신에 부드럽게 도포합니다. 향기 연출을 원하는 손, 쇄골 등 원하는 부위에 부드럽게 발라줍니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,"제품표준서_EVCO961_(KBCR005)-키스 바이 로즈마인 프래그런스 크림 - 오, 프레쉬 허브 가든.xls",864,18.09.27,EVCO-961,"키스 바이 로즈마인 프래그런스 크림 - 오, 프레쉬 허브 가든","Kiss by Rosemine Fragrance Cream - Oh, Fresh Herb Garden",140ml,140,0.988,7.0 ± 1.0,"65,000 ± 20,000",,0,O,0,0,3년,우수,튜브/단상자,,,,,,,both,True,True
마음이 설려 퍼퓸드 핸드크림 - 로즈 에센셜향,SULRYO Perfumed Hand Cream - Rose Essential,EVCO-962,2018.10.19,SRHC001,백색의 크림상,80 mL,신 혜 정,적당량을 덜어 손에 바른 후 흡수시켜 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO962_(SRHC001)-마음이 설려 퍼퓸드 핸드크림 - 로즈 에센셜향.xls,865,18.10.19,EVCO-962,마음이 설려 퍼퓸드 핸드크림 - 로즈 에센셜향,,80ml,80~81,0.991,,,,,O,,,,우수,튜브/단상자,,,,,,,both,True,True
마음이 설려 퍼퓸드 핸드크림 - 캐모마일향,SULRYO Perfumed Hand Cream - Chamomile,EVCO-963,2018.10.19,SRHC002,백색의 크림상,80 mL,신 혜 정,적당량을 덜어 손에 바른 후 흡수시켜 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO963_(SRHC002)-마음이 설려 퍼퓸드 핸드크림 - 캐모마일향.xls,866,18.10.19,EVCO-963,마음이 설려 퍼퓸드 핸드크림 - 캐모마일향,,80ml,80~81,0.991,,,,,O,,,,우수,튜브/단상자,,,,,,,both,True,True
마음이 설려 퍼퓸드 핸드크림 - 쉬어 코튼향,SULRYO Perfumed Hand Cream - Sheer Cotton,EVCO-964,2018.10.19,SRHC003,백색의 크림상,80 mL,신 혜 정,적당량을 덜어 손에 바른 후 흡수시켜 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO964_(SRHC003)-마음이 설려 퍼퓸드 핸드크림 - 쉬어 코튼향.xls,867,18.10.19,EVCO-964,마음이 설려 퍼퓸드 핸드크림 - 쉬어 코튼향,,80ml,80~81,0.991,,,,,O,,,,우수,튜브/단상자,,,,,,,both,True,True
밸르모나 얼티밋 헤어 오일 세럼,VALMONA Ultimate Hair Oil Serum,EVCO-965,2018.10.22,VMHS001,무색 투명 오일상,100 mL,신 혜 정,샴푸 후 물기를 말리고 손바닥에 적당량을 덜어 손상부위를 중심으로 조금씩 펴 바르고 손에 남은 잔량으로 모발 전체에 가볍게 펴바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO965_(VMHS001~005)-밸르모나 얼티밋 헤어 오일 세럼 5종.xls,868,18.10.22,EVCO-965,밸르모나 얼티밋 헤어 오일 세럼-아로마 컴포지션,VALMONA Ultimate Hair Oil Serum - Aroma Composition,100ml,96,0.985,NONE,NONE,,0,O,0,,3년,어려움,라벨/단상자,,하단 45mm,O,,,,both,True,False
밸르모나 얼티밋 헤어 오일 세럼,VALMONA Ultimate Hair Oil Serum,EVCO-965,2018.10.22,VMHS002,무색 투명 오일상,100 mL,신 혜 정,샴푸 후 물기를 말리고 손바닥에 적당량을 덜어 손상부위를 중심으로 조금씩 펴 바르고 손에 남은 잔량으로 모발 전체에 가볍게 펴바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO965_(VMHS001~005)-밸르모나 얼티밋 헤어 오일 세럼 5종.xls,,,EVCO-965,밸르모나 얼티밋 헤어 오일 세럼-애프리콧 컨져브,VALMONA Ultimate Hair Oil Serum - Apricot Conserve,100ml,96,0.985,NONE,NONE,,0,0,0,,3년,어려움,라벨/단상자,,하단 45mm,O,,,,both,True,False
밸르모나 얼티밋 헤어 오일 세럼,VALMONA Ultimate Hair Oil Serum,EVCO-965,2018.10.22,VMHS003,무색 투명 오일상,100 mL,신 혜 정,샴푸 후 물기를 말리고 손바닥에 적당량을 덜어 손상부위를 중심으로 조금씩 펴 바르고 손에 남은 잔량으로 모발 전체에 가볍게 펴바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO965_(VMHS001~005)-밸르모나 얼티밋 헤어 오일 세럼 5종.xls,,,EVCO-965,밸르모나 얼티밋 헤어 오일 세럼-블랙 피오니,VALMONA Ultimate Hair Oil Serum - Black Peony,100ml,96,0.985,NONE,NONE,,0,0,0,,3년,어려움,라벨/단상자,,하단 45mm,O,,,,both,True,True
밸르모나 얼티밋 헤어 오일 세럼,VALMONA Ultimate Hair Oil Serum,EVCO-965,2018.10.22,VMHS004,무색 투명 오일상,100 mL,신 혜 정,샴푸 후 물기를 말리고 손바닥에 적당량을 덜어 손상부위를 중심으로 조금씩 펴 바르고 손에 남은 잔량으로 모발 전체에 가볍게 펴바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO965_(VMHS001~005)-밸르모나 얼티밋 헤어 오일 세럼 5종.xls,,,EVCO-965,밸르모나 얼티밋 헤어 오일 세럼-앰버 바닐라,VALMONA Ultimate Hair Oil Serum - Amber Vanilla,100ml,96,0.985,NONE,NONE,,0,0,0,,3년,어려움,라벨/단상자,,하단 45mm,O,,,,both,True,True
밸르모나 얼티밋 헤어 오일 세럼,VALMONA Ultimate Hair Oil Serum,EVCO-965,2018.10.22,VMHS005,무색 투명 오일상,100 mL,신 혜 정,샴푸 후 물기를 말리고 손바닥에 적당량을 덜어 손상부위를 중심으로 조금씩 펴 바르고 손에 남은 잔량으로 모발 전체에 가볍게 펴바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO965_(VMHS001~005)-밸르모나 얼티밋 헤어 오일 세럼 5종.xls,,,EVCO-965,밸르모나 얼티밋 헤어 오일 세럼-프레쉬 베이,VALMONA Ultimate Hair Oil Serum - Fresh Bay,100ml,96,0.985,NONE,NONE,,0,0,0,,3년,어려움,라벨/단상자,,하단 45mm,O,,,,both,True,True
키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 퓨어,Kiss by Rosemine Fragrance Hand Cream - Angel's Pure,EVCO-966,2018.11.12,KBHC001,백색의 크림상,60 mL,신 혜 정,적당량을 덜어 손에 부드럽게 도포합니다. 향기 연출을 원하는 부위에 부드럽게 발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO966_(KBHC001)-키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 퓨어.xls,869,18.11.12,EVCO-966,키스바디 로즈마인 프래그런스 핸드 크림 - 엔젤스 퓨어,Kiss by Rosemine Fragrance Hand Cream - Angel's Pure,60ml,61,0.964,6.3 ± 1.0,"30,000 ± 5,000",,,O,단상자만 적용,,,우수,튜브/단상자,,,,,,,both,True,True
키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 패션,Kiss by Rosemine Fragrance Hand Cream - Angel's Passion,EVCO-967,2018.11.12,KBHC002,백색의 크림상,60 mL,신 혜 정,적당량을 덜어 손에 부드럽게 도포합니다. 향기 연출을 원하는 부위에 부드럽게 발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO967_(KBHC002)-키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 패션.xls,870,18.11.12,EVCO-967,키스바디 로즈마인 프래그런스 핸드 크림 - 엔젤스 패션,Kiss by Rosemine Fragrance Hand Cream - Angel's Passion,60ml,61,0.964,6.3 ± 1.0,"30,000 ± 5,000",,,O,단상자만 적용,,,우수,튜브/단상자,,,,,,,both,True,True
키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 하트,Kiss by Rosemine Fragrance Hand Cream - Angel's Heart,EVCO-968,2018.11.12,KBHC003,백색의 크림상,60 mL,신 혜 정,적당량을 덜어 손에 부드럽게 도포합니다. 향기 연출을 원하는 부위에 부드럽게 발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO968_(KBHC003)-키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 하트.xls,871,18.11.12,EVCO-968,키스바디 로즈마인 프래그런스 핸드 크림 - 엔젤스 하트,Kiss by Rosemine Fragrance Hand Cream - Angel's Heart,60ml,61,0.964,6.3 ± 1.0,"30,000 ± 5,000",,,O,단상자만 적용,,,우수,튜브/단상자,,,,,,,both,True,True
키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 로즈,Kiss by Rosemine Fragrance Hand Cream - Angel's Rose,EVCO-969,2018.11.12,KBHC004,백색의 크림상,60 mL,신 혜 정,적당량을 덜어 손에 부드럽게 도포합니다. 향기 연출을 원하는 부위에 부드럽게 발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO969_(KBHC004)-키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 로즈.xls,872,18.11.12,EVCO-969,키스바디 로즈마인 프래그런스 핸드 크림 - 엔젤스 로즈,Kiss by Rosemine Fragrance Hand Cream - Angel's Rose,60ml,61,0.964,6.3 ± 1.0,"30,000 ± 5,000",,,O,단상자만 적용,,,우수,튜브/단상자,,,,,,,both,True,True
키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 러브,Kiss by Rosemine Fragrance Hand Cream - Angel's Love,EVCO-970,2018.11.12,KBHC005,백색의 크림상,60 mL,신 혜 정,적당량을 덜어 손에 부드럽게 도포합니다. 향기 연출을 원하는 부위에 부드럽게 발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO970_(KBHC005)-키스바이 로즈마인 프래그런스 핸드크림 - 엔젤스 러브.xls,873,18.11.12,EVCO-970,키스바디 로즈마인 프래그런스 핸드 크림 - 엔젤스 러브,Kiss by Rosemine Fragrance Hand Cream - Angel's Love,60ml,61,0.964,6.3 ± 1.0,"30,000 ± 5,000",,,O,단상자만 적용,,,우수,튜브/단상자,,,,,,,both,True,True
프레쥬 오리지날 인진쑥 에센스,Fraijour Original Artemisia Essence,EVCO-971,2018.12.14,FJEX001,황색의 투명 액상,115 mL,신 혜 정,세안 후 스킨케어 첫 단계에서 10~20cm 거리를 두고 고르게 분사한 후 톡톡 두드려 흡수시켜 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년,제품표준서_EVCO971_(FJEX001)-프레쥬 오리지날 인진쑥 에센스.xls,874,18.12.14,EVCO-971,프레쥬 오리지날 인진쑥 에센스,Fraijour Original Artemisia Essence,115ml,115,1.016,6.0 ± 1.0,NONE,,0,O,O,,2년,어려움,용기/단상자,,,,,,,both,True,True
바스파 아로마 라운지 베르가못 바디 워시,BATHPA Aroma Lounge Bergamot Body Wash,EVCO-972,2019.01.18,BTBC002,투명 점액상,300 mL,신 혜 정,적당량을 샤워용 스펀지나 타올에 묻혀 거품을 낸 다음 전신에 마사지하듯 고루 문지른 후 물로 깨끗이 씻어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO972_(BTBC002)-바스파 아로마 라운지 베르가못 바디 워시.xls,875,19.01.18,EVCO-972,바스파 아로마 라운지 베르가못 바디 워시,BATHPA Aroma Lounge Bergamot Body Wash,300ml,306,1.018,,,,,0,0,,,어려움,용기/세트상자,,,,,,,both,True,True
바스파 아로마 라운지 베르가못 바디 에멀젼,BATHPA Aroma Lounge Bergamot Body Emulsion,EVCO-973,2019.01.18,BTBL002,백색 로션상,300 mL,신 혜 정,샤워 후 적당량을 덜어 전신에 마사지 하듯이 부드럽게 펴 발라줍니다. 취침 전이나 건조할 때 마다 수시로 바르면 더욱 효과적 입니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO973_(BTBL002)-바스파 아로마 라운지 베르가못 바디 에멀젼.xls,876,19.01.18,EVCO-973,바스파 아로마 라운지 베르가못 바디 에멀젼,BATHPA Aroma Lounge Bergamot Body Emusion,300ml,296,0.958,,,,,0,0,,,어려움,용기/세트상자,,,,,,,both,True,True
프레쥬 오리지날 인진쑥 버블 페이셜 폼,Fraijour Original Artemisia Bubble Facial Foam,EVCO-974,2019.01.18,FJBF001,미황색 투명 액상,200 g,신 혜 정,세안 시 적당량을 펌핑하여 얼굴 전체에 마사지하듯 문지른 후 물로 깨끗하게 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO974_(FJBF001)-프레쥬 오리지날 인진쑥 버블 페이셜 폼.xls,877,19.01.18,EVCO-974,프레쥬 오리지날 인진쑥 버블 페이셜 폼,Fraijour Original Artemisia Bubble Facial Foam,200g,200,1.056,5.6 ± 1.0,NONE,,0,0,0,,3년,어려움,용기,,,,,,,both,True,True
프레쥬 오리지날 인진쑥 스팀 마스크,Fraijour Original Artemisia Steam Mask,EVCO-975,2019.01.29,FJSM001,녹색의 크림상,50 g,신 혜 정,"세안 후 물기를 제거한 상태에서 눈과 입 주변을 제외한 피부에 내용물을 적당량 도포하고, 5~10분 경과 후 미온수로 마사지하듯 부드럽게 씻어냅니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년(개봉 후 12개월),제품표준서_EVCO975_(FJSM001)-프레쥬 오리지날 인진쑥 스팀 마스크.xls,878,19.01.29,EVCO-975,프레쥬 오리지날 인진쑥 스팀 마스크,Fraijour Original Artemisia Steam Mask,50g,53,1.294,4.7 ± 1.0,30 ± 15,,,0,0,,3년,우수,튜브/단상자,,,,,,,both,True,True
판테스틱 더마 시카 AC 로션,Panthestic Derma Cica AC Lotion,EVCO-976,2019.02.12,PTBL001,백색의 로션상,"500 mL, 5g",신 혜 정,샤워 후 물기를 닦은 다음 적당량을 덜어 전신에 마사지하듯 골고루 펴 바릅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO976_(PTBL001)-판테스틱 더마 시카 AC 로션.xls,879,19.02.12,EVCO-976,판테스틱 더마 시카 AC 로션,Panthestic Derma Cica AC Lotion,500ml,488,0.993,5.8 ± 1.0,"25,000 ± 5,000",,0,0,0,,3년,어려움,라벨,,,,,,,both,True,True
밸르모나 요크 마요 샴푸액,VALMONA Yolk Mayo Shampoo,EVCO-977,2019.03.20,VMSP008,갈색의 불투명 점액상,480 mL,신혜정,적당량을 덜어 거품을 낸 다음 모발과 두피에 발라 충분히 마사지한 후 미지근한 물로 깨끗이 씻어내 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO977_(VMSP008)-밸르모나 요크 마요 샴푸액.xls,880,19.03.20,EVCO-977,밸르모나 요크 마요 샴푸액,VALMONA Yolk Mayo Shampoo,480ml,486,1.014,5.2 ± 1.0,"10,000 ± 5,000",,0,0,0,,3년,어려움,라벨/단상자,,,,,,,both,True,True
밸르모나 요크 마요 모발 영양팩,VALMONA Yolk Mayo Nutrient Conditioner,EVCO-978,2019.03.20,VMRS008,옅은 갈색의 로션상,480 mL,신 혜 정,적당량을 덜어 두피에 닿지 않게 모발에 마사지 한 후 미온수로 충분히 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO978_(VMRS008)-밸르모나 요크 마요 모발 영양팩.xls,881,19.03.20,EVCO-978,밸르모나 요크 마요 모발 영양팩,VALMONA Yolk Mayo Nutrient Conditioner,480ml,474,0.986,4.0 ± 1.0,"20,000 ± 5,000",,0,0,0,,3년,어려움,라벨/단상자,,,,,,,both,True,True
밸르모나 블루 클리닉 샴푸액,VALMONA Blue Clinic Shampoo,EVCO-979,2019.03.20,VMSP009,옅은 녹색의 불투명 점액상,480 mL,신 혜 정,적당량을 덜어 거품을 낸 다음 모발과 두피에 발라 충분히 마사지한 후 미지근한 물로 깨끗이 씻어내 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO979_(VMSP009)-밸르모나 블루 클리닉 샴푸액.xls,882,19.03.20,EVCO-979,밸르모나 블루 클리닉 샴푸액,VALMONA Blue Clinic Shampoo,480ml,486,0.999,5.5 ± 1.0,"10,000 ± 5,000",,0,0,0,0,,어려움,라벨/단상자,,,,,,,both,True,True
밸르모나 블루 클리닉 모발 영양팩,VALMONA Blue Clinic Nutrient Conditioner,EVCO-980,2019.03.20,VMRS009,옅은 녹색의 로션상,480 mL,신 혜 정,적당량을 덜어 두피에 닿지 않게 모발에 마사지 한 후 미온수로 충분히 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO980_(VMRS009)-밸르모나 블루 클리닉 모발 영양팩.xls,883,19.03.20,EVCO-980,밸르모나 블루 클리닉 모발 영양팩,VALMONA Blue Clinic Nutrient Conditioner,480ml,476,0.983,4.0 ± 1.0,"20,000 ± 5,000",,0,0,0,,,어려움,라벨/단상자,,,,,,,both,True,True
미미로린스 드레스 퍼퓸 모먼트 블러썸,Mimi Lauryne's Dress Perfume Moment Blossom,EVCO-981,2019.04.10,MLDM026,무색 투명 액상,500 mL,신 혜 정,"탈취가 필요한 섬유나 침구, 옷장, 자동차 안 등 다양한 공간에 가볍게 분사해주세요.",,,제조일로부터 3년 (제조일자 표기),별첨.4,제품표준서_EVCO981_(MLDM026~028)-미미로린스 드레스 퍼퓸 모먼트 블러썸.xls,884,19.04.10,EVCO-981,미미로린스 드레스 퍼퓸 모먼트 블러썸-퓨어그린,Mimi Lauryne's Dress Perfume Moment Blossom-Pure Green,300ml,296,0.986,5.3 ± 1.0 ,NONE,,,0,0,,제조일,어려움,라벨,,,,,,,both,True,True
미미로린스 드레스 퍼퓸 모먼트 블러썸,Mimi Lauryne's Dress Perfume Moment Blossom,EVCO-981,2019.04.10,MLDM027,무색 투명 액상,500 mL,신 혜 정,"탈취가 필요한 섬유나 침구, 옷장, 자동차 안 등 다양한 공간에 가볍게 분사해주세요.",,,제조일로부터 3년 (제조일자 표기),별첨.4,제품표준서_EVCO981_(MLDM026~028)-미미로린스 드레스 퍼퓸 모먼트 블러썸.xls,,,EVCO-981,미미로린스 드레스 퍼퓸 모먼트 블러썸-런드로맷,Mimi Lauryne's Dress Perfume Moment Blossom-Laundromat,300ml,296,0.986,5.3 ± 1.0 ,NONE,,,,,,제조일,어려움,라벨,,,,,,,both,True,True
미미로린스 드레스 퍼퓸 모먼트 블러썸,Mimi Lauryne's Dress Perfume Moment Blossom,EVCO-981,2019.04.10,MLDM028,무색 투명 액상,500 mL,신 혜 정,"탈취가 필요한 섬유나 침구, 옷장, 자동차 안 등 다양한 공간에 가볍게 분사해주세요.",,,제조일로부터 3년 (제조일자 표기),별첨.4,제품표준서_EVCO981_(MLDM026~028)-미미로린스 드레스 퍼퓸 모먼트 블러썸.xls,,,EVCO-981,미미로린스 드레스 퍼퓸 모먼트 블러썸-어도러블,Mimi Lauryne's Dress Perfume Moment Blossom-Adorable,300ml,296,0.986,5.3 ± 1.0 ,NONE,,,,,,제조일,어려움,라벨,,,,,,,both,True,True
밸르모나 요크 마요 프로테인 필드,VALMONA Yolk-Mayo Protein Filled,EVCO-982,2019.04.23,VMPF008,무색 투명 액상,200 ml,신 혜 정,"염색, 펌 등 화학적 시술 전후 또는 손상된 모발 개선을 위해 사용합니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO982_(VMPF008)-밸르모나 요크 마요 프로테인 필드.xls,885,19.04.23,EVCO-982,밸르모나 요크 마요 프로테인 필드,VALMONA Yolk-Mayo Protein Filled,200ml,170,0.890,,,,0,0,0,,,어려움,용기인쇄/단상자,,,,,,,both,True,True
